   BENCHMARK INFORMATION
Ultimate
benchmark definition:    benchmark-defs/Ultimate.xml
name:                    Ultimate
run sets:                thesis-all
date:                    Mon, 2023-04-17 20:43:44 EDT
tool:                    Ultimate 0.2.3-863304a1
tool executable:         /home/rjf/fast/ultimate/UAutomizer-linux/Ultimate.py
options:
resource limits:
- time:                  900 s
hardware requirements:
------------------------------------------------------------

   SYSTEM INFORMATION
host:                    louvre
os:                      Linux-5.4.0-146-generic-x86_64-with-glibc2.29
cpu:                     Intel Xeon CPU E5-1607 v3 @ 3.10GHz
- cores:                 4
- max frequency:         3100.0 MHz
ram:                     33594.343424000006 MB
------------------------------------------------------------



thesis-all
Run set 1 of 1 with options '' and propertyfile 'None'

inputfile                                                 status                       cpu time   wall time        host
loop-zilu/benchmark17_conjunctive.yml                     true                            11.22        4.57        None
loop-zilu/benchmark18_conjunctive.yml                     true                            12.27        5.09        None
loop-zilu/benchmark19_conjunctive.yml                     true                            14.51        5.84        None
loop-zilu/benchmark20_conjunctive.yml                     true                            11.55        4.87        None
loop-zilu/benchmark23_conjunctive.yml                     true                            60.36       27.36        None
loop-zilu/benchmark25_linear.yml                          true                            11.87        4.93        None
loop-zilu/benchmark25_linear_abstracted.yml               true                            11.62        4.46        None
loop-zilu/benchmark26_linear.yml                          true                            11.76        4.94        None
loop-zilu/benchmark26_linear_abstracted.yml               true                            10.89        4.47        None
loop-zilu/benchmark32_linear.yml                          true                            11.14        4.46        None
loop-zilu/benchmark33_linear.yml                          true                            11.14        4.39        None
loop-zilu/benchmark34_conjunctive.yml                     true                            14.02        5.86        None
loop-zilu/benchmark35_linear.yml                          true                            10.89        4.77        None
loop-zilu/benchmark37_conjunctive.yml                     true                            11.88        4.91        None
loop-zilu/benchmark43_conjunctive.yml                     true                            12.78        5.15        None
loop-zilu/benchmark43_conjunctive_abstracted.yml          true                            12.09        4.88        None
loop-zilu/benchmark51_polynomial.yml                      true                            11.12        4.45        None
loop-zilu/benchmark52_polynomial.yml                      true                            11.66        5.17        None
nla-digbench/bresenham-ll.yml                             true                            18.69        7.75        None
nla-digbench/cohencu-ll.yml                               TIMEOUT                        200.69      181.01        None
nla-digbench/cohendiv-ll.yml                              true                            18.46        8.20        None
nla-digbench/dijkstra-u.yml                               TIMEOUT                        196.77      181.01        None
nla-digbench/divbin.yml                                   TIMEOUT                        207.12      181.01        None
nla-digbench/divbin2.yml                                  TIMEOUT                        196.39      181.00        None
nla-digbench/egcd-ll.yml                                  true                            41.18       26.45        None
nla-digbench/egcd2-ll.yml                                 TIMEOUT                        203.89      181.00        None
nla-digbench/egcd3-ll.yml                                 TIMEOUT                        202.30      181.01        None
nla-digbench/fermat1-ll.yml                               true                            21.32       13.38        None
nla-digbench/fermat2-ll.yml                               true                            17.40       10.06        None
nla-digbench/geo1-ll.yml                                  true                            13.05        5.77        None
nla-digbench/geo1-u.yml                                   false(unreach-call)             14.68        7.22        None
nla-digbench/geo2-ll.yml                                  true                            13.14        5.82        None
nla-digbench/geo3-ll.yml                                  true                            13.52        6.08        None
nla-digbench/hard-ll.yml                                  TIMEOUT                        205.85      181.00        None
nla-digbench/hard-u.yml                                   TIMEOUT                        201.54      181.01        None
nla-digbench/hard2.yml                                    TIMEOUT                        208.96      181.00        None
nla-digbench/lcm1.yml                                     TIMEOUT                        188.67      181.00        None
nla-digbench/lcm2.yml                                     TIMEOUT                        189.22      181.01        None
nla-digbench/mannadiv.yml                                 true                            13.89        5.80        None
nla-digbench/prod4br-ll.yml                               true                            24.38       11.63        None
nla-digbench/prodbin-ll.yml                               TIMEOUT                        202.47      181.00        None
nla-digbench/ps2-ll.yml                                   true                            12.55        5.54        None
nla-digbench/ps3-ll.yml                                   true                            12.60        5.71        None
nla-digbench/ps4-ll.yml                                   TIMEOUT                        196.27      181.01        None
nla-digbench/ps5-ll.yml                                   TIMEOUT                        195.12      181.00        None
nla-digbench/ps6-ll.yml                                   TIMEOUT                        195.38      181.01        None
nla-digbench/sqrt1-ll.yml                                 true                            16.50        6.91        None
openssl-simplified/s3_srvr_1b.cil.yml                     true                            12.61        4.91        None
recursive/Ackermann01-2.yml                               true                            27.90       10.89        None
